Subject ID,Trial ID,Windows Timestamp,Simulation Timestamp,Hypothesis,Hypothesis Callout,Hypothesis CalloutID,Transcribed Utterance,Transcribed Callout,Transcribed Callout ID,Confidence
32,7,20141216-141134-922,10.646,two hundred fifty feet,250 ft,6,three hundred fifty feet,350 ft,3,0.8166072
32,7,20141216-141138-999,14.723,seven percent fuel,7%,4,seven percent fuel,7%,4,0.9508619
32,7,20141216-141140-181,15.905,three hundred feet,300 ft,5,three hundred feet,300 ft,5,0.7404242
32,7,20141216-141145-981,21.705,two hundred fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.9728453
32,7,20141216-141150-026,25.75,two hundred and fifty,250 ft,6,two hundred twenty five feet,225 ft,7,0.8017388
32,7,20141216-141153-087,28.811,two hundred feet,200 ft,8,two hundred feet,200 ft,8,0.9773102
32,7,20141216-141157-196,32.92,two percent fuel,2%,-1,six percent fuel,6%,9,0.9373885
32,7,20141216-141200-336,36.06,one hundred thirty feet,130 ft,14,one hundred seventy five feet,175 ft,10,0.8511295
32,7,20141216-141208-539,44.263,one hundred fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.9069813
32,7,20141216-141213-254,48.978,one forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.684827
32,7,20141216-141216-527,52.251,one hundred thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.8169322
32,7,20141216-141225-004,60.728,five percent fuel,5%,13,five percent fuel,5%,13,0.8019661
32,7,20141216-141229-312,65.036,one hundred ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.7728859
32,7,20141216-141230-432,66.156,four percent fuel,4%,18,four percent fuel,4%,18,0.9526855
32,7,20141216-141234-909,70.633,a hundred feet,100 ft,17,one hundred feet,100 ft,17,0.7888423
32,7,20141216-141242-582,78.306,three fifty,350 ft,3,three three three,333 ft,-1,0.6447529
32,8,20141216-141252-956,2.76,four hundred fifty feet,450 ft,1,four hundred fifty feet,450 ft,1,0.8299907
32,8,20141216-141256-853,6.657,forty feet,40 ft,-1,four hundred feet,400 ft,2,0.7861927
32,8,20141216-141301-166,10.97,three hundred fifty feet,350 ft,3,three hundred fifty feet,350 ft,3,0.8519563
32,8,20141216-141304-866,14.67,seven percent fuel,7%,4,seven percent fuel,7%,4,0.9262172
32,8,20141216-141306-136,15.94,three hundred feet,300 ft,5,three hundred feet,300 ft,5,0.8389392
32,8,20141216-141312-938,22.742,two hundred fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.9353368
32,8,20141216-141320-851,30.655,two percent fuel,2%,-1,six percent fuel,6%,9,0.8699164
32,8,20141216-141334-351,44.155,one hundred fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.9482691
32,8,20141216-141339-443,49.247,one forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.6423392
32,8,20141216-141345-151,54.955,ten percent fuel,10%,-1,five percent fuel,5%,13,0.8566128
32,8,20141216-141349-373,59.177,one twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.6792449
32,8,20141216-141354-921,64.725,one hundred ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.9483806
32,8,20141216-141356-653,66.457,four percent fuel,4%,18,four percent fuel,4%,18,0.9588273
32,8,20141216-141403-962,73.766,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.9546494
32,8,20141216-141414-695,84.499,three,3 ft,-1,three four four,344 ft,-1,0.8750341
32,9,20141216-141426-162,2.934,four hundred fifty feet,450 ft,1,four hundred fifty feet,450 ft,1,0.6838613
32,9,20141216-141429-895,6.667,four hundred feet,400 ft,2,four hundred feet,400 ft,2,0.9377546
32,9,20141216-141434-567,11.339,two hundred feet,200 ft,8,three hundred feet,300 ft,5,0.6934769
32,9,20141216-141436-105,12.877,fifty feet,50 ft,-1,fifty feet,50 ft,-1,0.9341515
32,9,20141216-141445-347,22.119,two fifty feet,250 ft,6,two fifty feet,250 ft,6,0.6541704
32,9,20141216-141448-915,25.687,two hundred and fifty,250 ft,6,two hundred twenty five feet,225 ft,7,0.7224093
32,9,20141216-141455-177,31.949,eight feet,8 ft,-1,feet,0,-1,0.7332838
32,9,20141216-141459-612,36.384,one hundred thirty feet,130 ft,14,one hundred seventy five feet,175 ft,10,0.8093808
32,9,20141216-141506-890,43.662,one fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.6568552
32,9,20141216-141512-962,49.734,one forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.7117472
32,9,20141216-141514-497,51.269,five percent fuel,5%,13,five percent fuel,5%,13,0.784903
32,9,20141216-141521-557,58.329,one hundred twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.9471705
32,9,20141216-141530-929,67.701,one hundred ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.8173878
32,9,20141216-141532-029,68.801,four percent fuel,4%,18,four percent fuel,4%,18,0.9541196
32,9,20141216-141540-524,77.296,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.8898272
32,10,20141216-141605-568,1.72,...,0,-1,,0,-1,1
32,10,20141216-141606-531,2.683,three fifty feet,350 ft,3,four hundred fifty feet,450 ft,1,0.6202407
32,10,20141216-141609-918,6.07,forty feet,40 ft,-1,four hundred feet,400 ft,2,0.8861976
32,10,20141216-141613-671,9.823,two hundred fifty feet,250 ft,6,three hundred fifty feet,350 ft,3,0.7396756
32,10,20141216-141617-678,13.83,seven percent fuel,7%,4,seven percent fuel,7%,4,0.7774967
32,10,20141216-141624-884,21.036,two hundred fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.9570447
32,10,20141216-141634-118,30.27,two percent fuel,2%,-1,six percent fuel,6%,9,0.6868303
32,10,20141216-141635-069,31.221,hundred feet,100 ft,17,two hundred feet,200 ft,8,0.9511817
32,10,20141216-141647-609,43.761,one fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.6858209
32,10,20141216-141657-169,53.321,one hundred thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.8052878
32,10,20141216-141709-661,65.813,four percent fuel,4%,18,four percent fuel,4%,18,0.9567131
32,10,20141216-141716-614,72.766,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.9437689
32,10,20141216-141726-281,82.433,one thirty feet,130 ft,14,three three three,333 ft,-1,0.8458436
32,11,20141216-141742-044,6.897,forty feet,40 ft,-1,four hundred feet,400 ft,2,0.8402648
32,11,20141216-141746-022,10.875,two hundred fifty feet,250 ft,6,three hundred fifty feet,350 ft,3,0.8720068
32,11,20141216-141750-564,15.417,ten percent fuel,10%,-1,seven percent fuel,7%,4,0.7614113
32,11,20141216-141751-529,16.382,eighty feet,80 ft,-1,three hundred feet,300 ft,5,0.6787406
32,11,20141216-141757-107,21.96,two hundred fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.8793428
32,11,20141216-141812-989,37.842,one thirty feet,130 ft,14,one hundred seventy five feet,175 ft,10,0.7162254
32,11,20141216-141820-882,45.735,one fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.9272925
32,11,20141216-141825-144,49.997,one forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.8839436
32,11,20141216-141843-004,67.857,one ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.6104192
32,11,20141216-141844-017,68.87,four percent fuel,4%,18,four percent fuel,4%,18,0.9554907
32,11,20141216-141851-642,76.495,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.8383672
32,11,20141216-141901-149,86.002,eighty feet,80 ft,-1,three three three,333 ft,-1,0.6780698
32,12,20141216-141912-015,2.764,four hundred fifty feet,450 ft,1,four hundred fifty feet,450 ft,1,0.7939093
32,12,20141216-141916-305,7.054,forty feet,40 ft,-1,four hundred feet,400 ft,2,0.8752004
32,12,20141216-141920-027,10.776,three hundred fifty feet,350 ft,3,three hundred fifty feet,350 ft,3,0.8540249
32,12,20141216-141924-287,15.036,ten percent fuel,10%,-1,seven percent fuel,7%,4,0.9381925
32,12,20141216-141925-357,16.106,eight feet,8 ft,-1,three hundred feet,300 ft,5,0.7365955
32,12,20141216-141940-200,30.949,two hundred feet,200 ft,8,two hundred feet,200 ft,8,0.7827603
32,12,20141216-141946-455,37.204,one hundred thirty feet,130 ft,14,one hundred seventy five feet,175 ft,10,0.660073
32,12,20141216-141953-582,44.331,one fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.7213166
32,12,20141216-141959-190,49.939,one hundred forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.9337752
32,12,20141216-142000-382,51.131,ten percent fuel,10%,-1,five percent fuel,5%,13,0.8167199
32,12,20141216-142003-735,54.484,one thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.6560296
32,12,20141216-142010-159,60.908,one twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.6486143
32,12,20141216-142018-092,68.841,one hundred ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.8234048
32,12,20141216-142019-432,70.181,four percent fuel,4%,18,four percent fuel,4%,18,0.9578526
32,12,20141216-142028-379,79.128,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.6472272
32,12,20141216-142035-499,86.248,three feet,3 ft,-1,three three four,334 ft,-1,0.6483289
32,13,20141216-142054-880,6.706,four hundred feet,400 ft,2,four hundred feet,400 ft,2,0.8260957
32,13,20141216-142059-085,10.911,two hundred fifty feet,250 ft,6,three hundred fifty feet,350 ft,3,0.7736142
32,13,20141216-142102-875,14.701,seven percent fuel,7%,4,seven percent fuel,7%,4,0.8933837
32,13,20141216-142104-170,15.996,a hundred feet,100 ft,17,three hundred feet,300 ft,5,0.7191709
32,13,20141216-142110-125,21.951,two hundred fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.8877208
32,13,20141216-142121-283,33.109,nine,9 ft,-1,,0,-1,0.8111156
32,13,20141216-142140-901,52.727,one hundred thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.9377962
32,13,20141216-142146-987,58.813,one hundred twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.8032644
32,13,20141216-142156-400,68.226,four percent fuel,4%,18,four percent fuel,4%,18,0.6220997
32,13,20141216-142201-330,73.156,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.8088151
32,13,20141216-142208-057,79.883,...,0,-1,three four,34 ft,-1,1
32,14,20141216-142247-911,2.924,four hundred feet,400 ft,2,four hundred fifty feet,450 ft,1,0.6022498
32,14,20141216-142251-631,6.644,four hundred feet,400 ft,2,four hundred feet,400 ft,2,0.9494456
32,14,20141216-142256-108,11.121,two hundred fifty feet,250 ft,6,three hundred fifty feet,350 ft,3,0.7041438
32,14,20141216-142259-688,14.701,seven percent fuel,7%,4,seven percent fuel,7%,4,0.9498553
32,14,20141216-142300-986,15.999,three hundred feet,300 ft,5,three hundred feet,300 ft,5,0.919678
32,14,20141216-142307-018,22.031,two hundred fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.806984
32,14,20141216-142311-066,26.079,two hundred and fifty,250 ft,6,two hundred twenty five feet,225 ft,7,0.7538947
32,14,20141216-142316-141,31.154,two hundred feet,200 ft,8,two hundred feet,200 ft,8,0.9419857
32,14,20141216-142317-013,32.026,six percent fuel,6%,9,six percent fuel,6%,9,0.9040906
32,14,20141216-142327-671,42.684,one fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.8863177
32,14,20141216-142342-625,57.638,one twenty,120 ft,15,one hundred twenty,120 ft,15,0.7269548
32,14,20141216-142355-372,70.385,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.9043213
32,15,20141216-142420-457,6.751,four hundred feet,400 ft,2,four hundred feet,400 ft,2,0.9308508
32,15,20141216-142424-734,11.028,two hundred fifty feet,250 ft,6,three hundred fifty feet,350 ft,3,0.8422655
32,15,20141216-142428-866,15.16,ten percent fuel,10%,-1,seven percent fuel,7%,4,0.8925811
32,15,20141216-142429-946,16.24,ten feet,10 ft,-1,three hundred feet feet,300 ft,5,0.7153575
32,15,20141216-142435-701,21.995,two hundred fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.9470986
32,15,20141216-142440-836,27.13,two hundred fifty,250 ft,6,two hundred twenty five feet,225 ft,7,0.6609759
32,15,20141216-142444-754,31.048,two hundred feet,200 ft,8,two hundred feet,200 ft,8,0.9777479
32,15,20141216-142502-644,48.938,one forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.7229044
32,15,20141216-142506-481,52.775,twenty feet,20 ft,-1,one hundred thirty feet,130 ft,14,0.6254734
32,15,20141216-142511-601,57.895,twenty feet,20 ft,-1,twenty feet,20 ft,-1,0.9431971
32,15,20141216-142517-769,64.063,hundred feet,100 ft,17,one hundred feet,100 ft,17,0.7580176
32,15,20141216-142519-911,66.205,four percent fuel,4%,18,four percent fuel,4%,18,0.9566877
32,15,20141216-142526-361,72.655,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.9282902
32,15,20141216-142535-855,82.149,three fifty,350 ft,3,three three three,333 ft,-1,0.8264292
32,16,20141216-142550-504,6.476,four hundred feet,400 ft,2,four hundred feet,400 ft,2,0.9095426
32,16,20141216-142554-668,10.64,three hundred fifty feet,350 ft,3,three hundred fifty feet,350 ft,3,0.7269248
32,16,20141216-142558-806,14.778,seven percent fuel,7%,4,seven percent fuel,7%,4,0.890986
32,16,20141216-142605-863,21.835,two hundred fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.9488712
32,16,20141216-142610-375,26.347,two hundred and fifty,250 ft,6,two hundred twenty five feet,225 ft,7,0.7062411
32,16,20141216-142615-373,31.345,ten feet,10 ft,-1,two feet,2 ft,-1,0.94143
32,16,20141216-142629-293,45.265,one fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.8471153
32,16,20141216-142630-553,46.525,one,1 ft,-1,,0,-1,0.734678
32,16,20141216-142631-218,47.19,hundred feet,100 ft,17,one hundred forty feet,140 ft,12,0.953155
32,16,20141216-142632-435,48.407,two,2 ft,-1,fuel,0,-1,0.9101318
32,16,20141216-142635-518,51.49,one hundred thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.9547516
32,16,20141216-142641-668,57.64,one hundred twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.9564863
32,16,20141216-142647-625,63.597,one hundred ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.6185907
32,16,20141216-142650-590,66.562,four percent fuel,4%,18,four percent fuel,4%,18,0.9342781
32,16,20141216-142658-585,74.557,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.9320357
32,17,20141216-142716-689,2.819,four hundred fifty feet,450 ft,1,four hundred fifty feet,450 ft,1,0.8747774
32,17,20141216-142720-669,6.799,two hundred,200 ft,8,three hundred,300 ft,5,0.6459941
32,17,20141216-142722-304,8.434,one twenty,120 ft,15,,0,-1,0.6406047
32,17,20141216-142724-859,10.989,three hundred fifty feet,350 ft,3,three hundred fifty feet,350 ft,3,0.9224527
32,17,20141216-142728-639,14.769,ten percent fuel,10%,-1,seven percent fuel,7%,4,0.9096205
32,17,20141216-142729-607,15.737,three hundred feet,300 ft,5,three hundred feet,300 ft,5,0.9197661
32,17,20141216-142736-309,22.439,two hundred fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.9448127
32,17,20141216-142745-169,31.299,two hundred and fifty,250 ft,6,two hundred feet,200 ft,8,0.7274165
32,17,20141216-142758-196,44.326,one fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.6906875
32,17,20141216-142802-044,48.174,one forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.68059
32,17,20141216-142821-019,67.149,four percent fuel,4%,18,four percent fuel,4%,18,0.6978201
32,17,20141216-142827-016,73.146,a hundred feet,100 ft,17,one hundred feet,100 ft,17,0.9523159
32,18,20141216-142855-385,3.103,four hundred fifty feet,450 ft,1,four hundred fifty feet,450 ft,1,0.8937708
32,18,20141216-142858-885,6.603,four hundred feet,400 ft,2,four hundred feet,400 ft,2,0.8720681
32,18,20141216-142903-560,11.278,two hundred fifty feet,250 ft,6,three hundred fifty feet,350 ft,3,0.7174671
32,18,20141216-142907-010,14.728,ten percent fuel,10%,-1,seven percent fuel,7%,4,0.9198653
32,18,20141216-142908-228,15.946,a hundred feet,100 ft,17,three hundred feet,300 ft,5,0.7159695
32,18,20141216-142914-800,22.518,two hundred fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.8770792
32,18,20141216-142923-913,31.631,ten feet,10 ft,-1,two hundred feet,200 ft,8,0.8610806
32,18,20141216-142924-983,32.701,six percent fuel,6%,9,six percent fuel,6%,9,0.9380746
32,18,20141216-142937-370,45.088,one fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.897463
32,18,20141216-142943-540,51.258,one hundred forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.8149476
32,18,20141216-142948-102,55.82,twenty feet,20 ft,-1,one hundred thirty feet,130 ft,14,0.8337187
32,18,20141216-142959-925,67.643,four percent fuel,4%,18,four percent fuel,4%,18,0.8445963
32,18,20141216-143000-970,68.688,one hundred ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.8702717
32,18,20141216-143010-287,78.005,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.7500264
32,18,20141216-143017-440,85.158,three feet,3 ft,-1,three three four,334 ft,-1,0.8349101
32,19,20141216-143028-258,2.859,four hundred fifty feet,450 ft,1,four hundred fifty feet,450 ft,1,0.7109823
32,19,20141216-143032-153,6.754,four hundred feet,400 ft,2,four hundred feet,400 ft,2,0.8641434
32,19,20141216-143040-050,14.651,seven percent fuel,7%,4,seven percent fuel,7%,4,0.9244468
32,19,20141216-143041-228,15.829,a hundred feet,100 ft,17,three hundred feet,300 ft,5,0.7536737
32,19,20141216-143047-015,21.616,two hundred fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.9430248
32,19,20141216-143055-982,30.583,two hundred feet,200 ft,8,two hundred feet,200 ft,8,0.9324241
32,19,20141216-143057-452,32.053,two percent fuel,2%,-1,six percent fuel,6%,9,0.888413
32,19,20141216-143115-395,49.996,ten percent fuel,10%,-1,five percent fuel,5%,13,0.6766174
32,19,20141216-143120-637,55.238,twenty feet,20 ft,-1,one hundred thirty feet,130 ft,14,0.8120232
32,19,20141216-143133-790,68.391,one hundred ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.9425927
32,19,20141216-143144-867,79.468,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.9288481
32,19,20141216-143154-170,88.771,...,0,-1,three three four,334 ft,-1,1
32,20,20141216-143213-503,10.979,two hundred fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.7509417
32,20,20141216-143217-186,14.662,seven percent fuel,7%,4,seven percent fuel,7%,4,0.9374107
32,20,20141216-143218-331,15.807,a hundred feet,100 ft,17,three hundred feet,300 ft,5,0.8325242
32,20,20141216-143225-221,22.697,two hundred feet,200 ft,8,two hundred feet,200 ft,8,0.6304746
32,20,20141216-143233-826,31.302,two hundred feet,200 ft,8,two hundred feet,200 ft,8,0.9223635
32,20,20141216-143246-423,43.899,one hundred fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.9689461
32,20,20141216-143252-011,49.487,ten percent fuel,10%,-1,five percent fuel,5%,13,0.7655191
32,20,20141216-143253-583,51.059,one forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.6036589
32,20,20141216-143256-613,54.089,one hundred thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.8247399
32,20,20141216-143320-051,77.527,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.9544731
32,20,20141216-143329-663,87.139,three feet,3 ft,-1,three three four,334 ft,-1,0.7090601
32,21,20141216-143341-848,3.101,four hundred fifty feet,450 ft,1,four hundred fifty feet,450 ft,1,0.7670515
32,21,20141216-143345-410,6.663,four hundred feet,400 ft,2,four hundred feet,400 ft,2,0.8938325
32,21,20141216-143349-251,10.504,two hundred fifty feet,250 ft,6,three hundred fifty feet,350 ft,3,0.7578466
32,21,20141216-143353-413,14.666,ten percent fuel,10%,-1,seven percent fuel,7%,4,0.908846
32,21,20141216-143354-653,15.906,a hundred feet,100 ft,17,three hundred feet,300 ft,5,0.8222365
32,21,20141216-143400-980,22.233,two hundred fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.9384975
32,21,20141216-143409-108,30.361,two percent fuel,2%,-1,six percent fuel,6%,9,0.7996493
32,21,20141216-143410-440,31.693,two hundred feet,200 ft,8,two hundred feet,200 ft,8,0.95789
32,21,20141216-143423-175,44.428,one hundred fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.796701
32,21,20141216-143427-514,48.767,one hundred forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.8870381
32,21,20141216-143432-359,53.612,one thirty feet,130 ft,14,one thirty feet,130 ft,14,0.6845857
32,21,20141216-143442-837,64.09,one hundred ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.8649095
32,21,20141216-143443-787,65.04,one percent fuel,1%,-1,four percent fuel,4%,18,0.8156105
32,21,20141216-143451-461,72.714,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.9501677
32,21,20141216-143500-035,81.288,eighty feet,80 ft,-1,three three three,333 ft,-1,0.8268348
32,22,20141216-143514-377,6.631,four hundred feet,400 ft,2,four hundred feet,400 ft,2,0.9386643
32,22,20141216-143518-569,10.823,two hundred fifty feet,250 ft,6,three hundred fifty feet,350 ft,3,0.6114741
32,22,20141216-143522-924,15.178,ten percent fuel,10%,-1,seven percent fuel,7%,4,0.8633838
32,22,20141216-143523-909,16.163,eighty feet,80 ft,-1,three hundred feet,300 ft,5,0.6427113
32,22,20141216-143529-372,21.626,two fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.9301322
32,22,20141216-143544-254,36.508,two hundred and fifty,250 ft,6,one hundred seventy five feet,175 ft,10,0.6493803
32,22,20141216-143554-319,46.573,one fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.9197711
32,22,20141216-143558-799,51.053,one forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.6213518
32,22,20141216-143602-154,54.408,twenty feet,20 ft,-1,one hundred thirty feet,130 ft,14,0.8426681
32,22,20141216-143608-694,60.948,a hundred feet,100 ft,17,one hundred twenty feet,120 ft,15,0.7836143
32,22,20141216-143614-962,67.216,one hundred ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.7623481
32,22,20141216-143616-577,68.831,four percent fuel,4%,18,four percent fuel,4%,18,0.9582666
32,22,20141216-143625-094,77.348,a hundred feet,100 ft,17,one hundred feet,100 ft,17,0.7554185
32,22,20141216-143634-411,86.665,eighty feet,80 ft,-1,three three three,333 ft,-1,0.7331212
32,23,20141216-143649-749,2.857,four hundred fifty feet,450 ft,1,four hundred fifty feet,450 ft,1,0.6976982
32,23,20141216-143653-664,6.772,four hundred feet,400 ft,2,four hundred feet,400 ft,2,0.9400319
32,23,20141216-143657-841,10.949,three hundred fifty feet,350 ft,3,three hundred fifty feet,350 ft,3,0.7608444
32,23,20141216-143701-589,14.697,ten percent fuel,10%,-1,seven percent fuel,7%,4,0.926719
32,23,20141216-143703-114,16.222,three hundred feet,300 ft,5,three hundred feet,300 ft,5,0.95534
32,23,20141216-143709-327,22.435,two hundred fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.7101703
32,23,20141216-143717-172,30.28,six percent fuel,6%,9,six percent fuel,6%,9,0.6371102
32,23,20141216-143718-212,31.32,ten feet,10 ft,-1,two hundred feet,200 ft,8,0.7114983
32,23,20141216-143738-971,52.079,one hundred thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.9594362
32,23,20141216-143753-564,66.672,four percent fuel,4%,18,four percent fuel,4%,18,0.9415902
32,23,20141216-143759-446,72.554,a hundred feet,100 ft,17,one hundred feet,100 ft,17,0.7835551
32,23,20141216-143807-336,80.444,three fifty,350 ft,3,three three three,333 ft,-1,0.8957845
32,24,20141216-143817-630,2.929,four hundred fifty feet,450 ft,1,four hundred fifty feet,450 ft,1,0.8550292
32,24,20141216-143821-368,6.667,forty feet,40 ft,-1,four hundred feet,400 ft,2,0.7956446
32,24,20141216-143825-480,10.779,two hundred fifty feet,250 ft,6,three hundred fifty feet,350 ft,3,0.75924
32,24,20141216-143829-410,14.709,ten percent fuel,10%,-1,seven percent fuel,7%,4,0.9232816
32,24,20141216-143830-638,15.937,two hundred feet,200 ft,8,three hundred feet,300 ft,5,0.8236599
32,24,20141216-143836-855,22.154,two fifty,250 ft,6,two hundred fifty feet,250 ft,6,0.915553
32,24,20141216-143845-920,31.219,two hundred feet,200 ft,8,two hundred feet,200 ft,8,0.9788577
32,24,20141216-143847-218,32.517,ten percent fuel,10%,-1,six percent fuel,6%,9,0.8393043
32,24,20141216-143908-613,53.912,one thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.6604302
32,24,20141216-143919-939,65.238,ten feet,10 ft,-1,,0,-1,0.9386599
32,24,20141216-143922-164,67.463,four percent fuel,4%,18,four percent fuel,4%,18,0.9510027
32,24,20141216-143933-709,79.008,three fifty,350 ft,3,three three three,333 ft,-1,0.6172282
33,1,20141217-110736-304,1.027,eight percent fuel,8%,-1,eight percent fuel,8%,-1,0.7677156
33,1,20141217-110739-062,3.785,one feet,1 ft,-1,feet,ft,-1,0.9378911
33,1,20141217-110740-552,5.275,one,1,-1,,0,-1,0.9303064
33,1,20141217-110742-849,7.572,one hundred feet,100 ft,17,four hundred feet,400 ft,2,0.9266748
33,1,20141217-110743-809,8.532,one,1,-1,,0,-1,0.9337701
33,1,20141217-110746-094,10.817,three fifty percent fuel,350%,-1,three fifty feet,350 ft,3,0.6018372
33,1,20141217-110749-189,13.912,one ten percent fuel,110%,-1,seven percent ,7%,4,0.9158134
33,1,20141217-110755-042,19.765,blue light,0,-1,,0,-1,0.8497909
33,1,20141217-110757-062,21.785,two fifty,250,-1,two fifty feet,250 ft,6,0.6242037
33,1,20141217-110759-512,24.235,one,1,-1,,0,-1,0.9443917
33,1,20141217-110802-967,27.69,one,1,-1,,0,-1,0.9475421
33,1,20141217-110805-181,29.904,one hundred ten,110,-1,two hundred feet,200 ft,8,0.7850227
33,1,20141217-110808-717,33.44,one hundred and ten,110,-1,one seventy five feet,175 ft,10,0.8376273
33,1,20141217-110813-174,37.897,six percent fuel,6%,9,six percent,6%,9,0.9240955
33,1,20141217-110816-431,41.154,one,1,-1,,0,-1,0.9468321
33,1,20141217-110818-854,43.577,one hundred and ten,110,-1,one fifty feet,150 ft,11,0.8707542
33,1,20141217-110822-584,47.307,one hundred and ten,110,-1,one forty feet,140 ft,12,0.8528559
33,1,20141217-110826-194,50.917,one,1,-1,,0,-1,0.9229798
33,1,20141217-110827-881,52.604,one percent fuel,1%,-1,five percent one thirty feet,"5%, 130 ft","13, 14",0.9348314
33,1,20141217-110831-876,56.599,one,1,-1,,0,-1,0.9362909
33,1,20141217-110837-076,61.799,one,1,-1,,0,-1,0.9323317
33,1,20141217-110839-828,64.551,one twenty feet,120 ft,15,one ten feet,110 ft,-1,0.854156
33,1,20141217-110841-118,65.841,blue light,0,-1,,0,-1,0.7613425
33,1,20141217-110843-173,67.896,one,1,-1,,0,-1,0.946986
33,1,20141217-110844-348,69.071,one ten percent fuel,110%,-1,four percent ,4%,18,0.8885227
33,1,20141217-110849-036,73.759,one,1,-1,,0,-1,0.9474809
33,1,20141217-110851-848,76.571,one,1,-1,,0,-1,0.9346629
33,1,20141217-110855-248,79.971,blue light,0,-1,,0,-1,0.8936415
33,2,20141217-111056-858,1.401,eight percent fuel,8%,-1,eight percent ,8%,-1,0.9285378
33,2,20141217-111058-216,2.759,four fifty feet,450 ft,1,four fifty feet,450 ft,1,0.7238905
33,2,20141217-111100-431,4.974,blue light,0,-1,,0,-1,0.9377277
